Appointment_ID,Appointment_Date,Department,Provider,Appointment_Type,Scheduled_Hour,Slot_Duration_Mins,Wait_Time_Mins,Status,Billing_Amount,Claim_Status,Claim_Turnaround_Days
APT1637,2024-03-10,General Practice,Dr. Kim,Urgent Care,10,45,32,Completed,106.87,Paid,21.0
APT1638,2024-08-28,Orthopedics,Dr. Johnson,Annual Checkup,9,30,45,Completed,591.03,Pending,14.0
APT1639,2024-06-18,Cardiology,Dr. Patel,Urgent Care,9,45,44,Completed,516.12,Paid,11.0
APT1640,2024-10-13,General Practice,Dr. Kim,New Patient,11,45,27,Cancelled,0.0,N/A,
APT1641,2024-08-06,General Practice,Dr. Garcia,Annual Checkup,17,30,21,Cancelled,0.0,N/A,
APT1642,2024-10-14,Pediatrics,Dr. Chen,New Patient,16,45,24,No-Show,0.0,N/A,
APT1643,2024-05-23,Cardiology,Dr. Smith,New Patient,10,45,23,Cancelled,0.0,N/A,
APT1644,2024-06-18,Dermatology,Dr. Nguyen,Annual Checkup,17,30,13,Completed,776.66,Paid,22.0
APT1645,2024-03-27,Pediatrics,Dr. Wilson,Follow-Up,8,30,12,No-Show,0.0,N/A,
APT1646,2024-03-14,Dermatology,Dr. Davis,New Patient,10,45,24,Completed,326.34,Paid,10.0
APT1647,2024-08-05,Orthopedics,Dr. Lee,Annual Checkup,15,30,43,Cancelled,0.0,N/A,
APT1648,2024-10-13,Cardiology,Dr. Smith,Urgent Care,14,45,23,Completed,594.37,Denied,21.0
APT1649,2024-06-11,General Practice,Dr. Kim,Follow-Up,16,30,25,Completed,768.75,Denied,14.0
APT1650,2024-10-13,Orthopedics,Dr. Lee,Annual Checkup,15,30,41,Completed,579.76,Paid,20.0
APT1651,2024-04-01,Pediatrics,Dr. Chen,Urgent Care,8,45,16,Cancelled,0.0,N/A,
APT1652,2024-08-05,General Practice,Dr. Kim,Follow-Up,11,30,12,Completed,367.72,Pending,6.0
APT1653,2024-08-14,Cardiology,Dr. Smith,Follow-Up,13,30,38,Completed,103.93,Denied,9.0
APT1654,2024-07-07,General Practice,Dr. Brown,New Patient,12,45,21,Completed,524.74,Paid,16.0
APT1655,2024-09-02,General Practice,Dr. Kim,Annual Checkup,14,30,25,Completed,291.92,Paid,16.0
APT1656,2024-08-29,Dermatology,Dr. Davis,Urgent Care,17,45,17,Completed,221.64,Paid,22.0
APT1657,2024-07-08,Cardiology,Dr. Smith,Follow-Up,8,30,38,Completed,593.95,Pending,20.0
APT1658,2024-08-02,Orthopedics,Dr. Johnson,Urgent Care,9,45,40,Completed,546.23,Paid,9.0
APT1659,2024-10-05,General Practice,Dr. Brown,New Patient,12,45,26,No-Show,0.0,N/A,
APT1660,2024-03-27,General Practice,Dr. Kim,New Patient,17,45,25,Cancelled,0.0,N/A,
APT1661,2024-12-07,Pediatrics,Dr. Chen,Follow-Up,8,30,12,Completed,677.53,Paid,17.0
APT1662,2024-02-12,Orthopedics,Dr. Lee,New Patient,10,45,35,Completed,292.87,Pending,17.0
APT1663,2024-03-29,Dermatology,Dr. Nguyen,Annual Checkup,8,30,23,Cancelled,0.0,N/A,
APT1664,2024-08-26,Cardiology,Dr. Patel,Urgent Care,17,45,49,Completed,161.71,Paid,24.0
APT1665,2024-04-05,Orthopedics,Dr. Johnson,New Patient,13,45,22,Completed,636.71,Paid,22.0
APT1666,2024-08-23,Orthopedics,Dr. Lee,Annual Checkup,9,30,48,No-Show,0.0,N/A,
APT1667,2024-06-07,Orthopedics,Dr. Johnson,Annual Checkup,8,30,39,Completed,224.6,Pending,25.0
APT1668,2024-07-30,Dermatology,Dr. Nguyen,Annual Checkup,11,30,36,No-Show,0.0,N/A,
APT1669,2024-05-12,Orthopedics,Dr. Lee,New Patient,15,45,45,Cancelled,0.0,N/A,
APT1670,2024-06-27,Dermatology,Dr. Nguyen,Follow-Up,16,30,22,Completed,125.71,Paid,24.0
APT1671,2024-10-02,Pediatrics,Dr. Wilson,Urgent Care,17,45,21,No-Show,0.0,N/A,
APT1672,2024-06-24,General Practice,Dr. Brown,Annual Checkup,16,30,20,Completed,163.53,Pending,16.0
APT1673,2024-08-27,General Practice,Dr. Brown,New Patient,12,45,33,Completed,461.92,Pending,13.0
APT1674,2024-08-27,Pediatrics,Dr. Wilson,Annual Checkup,17,30,32,Cancelled,0.0,N/A,
APT1675,2024-06-14,Dermatology,Dr. Davis,New Patient,9,45,24,Cancelled,0.0,N/A,
APT1676,2024-06-21,Pediatrics,Dr. Chen,Annual Checkup,9,30,9,No-Show,0.0,N/A,
APT1677,2024-01-12,Pediatrics,Dr. Wilson,Urgent Care,15,45,23,Completed,515.5,Paid,5.0
APT1678,2024-05-04,Pediatrics,Dr. Chen,Annual Checkup,12,30,25,Cancelled,0.0,N/A,
APT1679,2024-01-21,Pediatrics,Dr. Chen,New Patient,11,45,27,Completed,394.69,Denied,14.0
APT1680,2024-10-30,Dermatology,Dr. Nguyen,Follow-Up,8,30,21,No-Show,0.0,N/A,
APT1681,2024-10-17,Dermatology,Dr. Davis,Annual Checkup,10,30,36,No-Show,0.0,N/A,
APT1682,2024-06-07,Cardiology,Dr. Smith,Urgent Care,10,45,30,Cancelled,0.0,N/A,
APT1683,2024-12-03,Pediatrics,Dr. Wilson,Follow-Up,10,30,12,No-Show,0.0,N/A,
APT1684,2024-04-30,Cardiology,Dr. Smith,New Patient,11,45,50,Completed,606.89,Pending,30.0
APT1685,2024-01-03,Dermatology,Dr. Nguyen,Annual Checkup,15,30,20,No-Show,0.0,N/A,
APT1686,2024-12-23,Dermatology,Dr. Nguyen,Urgent Care,11,45,28,Completed,681.94,Pending,26.0
APT1687,2024-03-06,Cardiology,Dr. Patel,Urgent Care,13,45,28,No-Show,0.0,N/A,
APT1688,2024-08-05,General Practice,Dr. Kim,New Patient,17,45,16,Completed,342.81,Paid,25.0
APT1689,2024-11-07,Cardiology,Dr. Smith,Annual Checkup,10,30,52,No-Show,0.0,N/A,
APT1690,2024-11-08,Dermatology,Dr. Davis,New Patient,17,45,25,Completed,551.9,Pending,13.0
APT1691,2024-01-23,Pediatrics,Dr. Wilson,Urgent Care,11,45,36,Cancelled,0.0,N/A,
APT1692,2024-08-05,Pediatrics,Dr. Wilson,Annual Checkup,10,30,16,Cancelled,0.0,N/A,
APT1693,2024-05-13,Pediatrics,Dr. Wilson,Follow-Up,14,30,17,No-Show,0.0,N/A,
APT1694,2024-08-26,Dermatology,Dr. Davis,New Patient,9,45,23,Cancelled,0.0,N/A,
APT1695,2024-03-23,Pediatrics,Dr. Wilson,Urgent Care,13,45,32,No-Show,0.0,N/A,
APT1696,2024-11-30,Cardiology,Dr. Patel,New Patient,14,45,44,Completed,312.07,Denied,20.0
APT1697,2024-09-14,Cardiology,Dr. Patel,Annual Checkup,13,30,40,Completed,690.92,Denied,18.0
APT1698,2024-08-05,Cardiology,Dr. Smith,New Patient,16,45,41,Completed,205.27,Denied,5.0
APT1699,2024-04-11,Dermatology,Dr. Nguyen,Urgent Care,16,45,18,Completed,404.42,Paid,19.0
APT1700,2024-03-03,General Practice,Dr. Brown,Annual Checkup,15,30,11,Completed,135.05,Paid,20.0
APT1701,2024-08-05,General Practice,Dr. Garcia,New Patient,13,45,18,Cancelled,0.0,N/A,
APT1702,2024-07-01,Orthopedics,Dr. Lee,Urgent Care,14,45,53,Completed,327.24,Paid,27.0
APT1703,2024-07-01,Dermatology,Dr. Davis,Urgent Care,8,45,16,Completed,274.04,Paid,17.0
APT1704,2024-03-05,Dermatology,Dr. Davis,Urgent Care,10,45,19,Completed,724.9,Denied,15.0
APT1705,2024-09-25,Pediatrics,Dr. Wilson,New Patient,17,45,22,Completed,153.58,Denied,13.0
APT1706,2024-11-07,Cardiology,Dr. Smith,New Patient,9,45,24,Completed,336.44,Denied,22.0
APT1707,2024-01-12,Pediatrics,Dr. Chen,New Patient,10,45,25,Cancelled,0.0,N/A,
APT1708,2024-04-08,Pediatrics,Dr. Wilson,Annual Checkup,17,30,14,Cancelled,0.0,N/A,
APT1709,2024-12-21,Dermatology,Dr. Davis,Urgent Care,8,45,27,Cancelled,0.0,N/A,
APT1710,2024-12-18,Pediatrics,Dr. Chen,New Patient,10,45,15,Cancelled,0.0,N/A,
APT1711,2024-05-19,Orthopedics,Dr. Lee,Follow-Up,8,30,38,Completed,113.1,Paid,23.0
APT1712,2024-05-16,Orthopedics,Dr. Lee,Annual Checkup,15,30,35,Completed,168.0,Pending,21.0
APT1713,2024-04-23,Cardiology,Dr. Patel,Annual Checkup,9,30,30,Completed,609.71,Paid,17.0
APT1714,2024-11-21,Pediatrics,Dr. Chen,Urgent Care,17,45,18,Cancelled,0.0,N/A,
APT1715,2024-06-24,Dermatology,Dr. Davis,Annual Checkup,13,30,14,Cancelled,0.0,N/A,
APT1716,2024-09-12,Orthopedics,Dr. Lee,Follow-Up,11,30,33,Completed,571.09,Denied,9.0
APT1717,2024-12-04,Pediatrics,Dr. Wilson,Urgent Care,17,45,16,Completed,492.93,Denied,16.0
APT1718,2024-09-28,Cardiology,Dr. Smith,Annual Checkup,13,30,32,Cancelled,0.0,N/A,
APT1719,2024-01-16,Pediatrics,Dr. Chen,Follow-Up,10,30,18,Completed,536.99,Paid,18.0
APT1720,2024-01-12,Pediatrics,Dr. Chen,Urgent Care,12,45,24,Completed,792.78,Paid,23.0
APT1721,2024-07-12,Dermatology,Dr. Davis,New Patient,17,45,15,Completed,377.02,Pending,11.0
APT1722,2024-04-01,Cardiology,Dr. Patel,Urgent Care,10,45,25,Completed,346.42,Pending,15.0
APT1723,2024-06-12,Pediatrics,Dr. Chen,Annual Checkup,13,30,17,Completed,451.61,Paid,13.0
APT1724,2024-07-25,Pediatrics,Dr. Wilson,Annual Checkup,15,30,10,Completed,678.3,Paid,15.0
APT1725,2024-07-23,Orthopedics,Dr. Johnson,Annual Checkup,12,30,37,Completed,634.05,Pending,22.0
APT1726,2024-10-24,Cardiology,Dr. Patel,Urgent Care,14,45,29,Completed,232.21,Paid,16.0
APT1727,2024-03-11,Dermatology,Dr. Davis,New Patient,17,45,13,Completed,519.7,Paid,18.0
APT1728,2024-11-08,Cardiology,Dr. Patel,Urgent Care,11,45,27,No-Show,0.0,N/A,
APT1729,2024-11-03,General Practice,Dr. Brown,Follow-Up,14,30,25,Completed,695.22,Pending,7.0
APT1730,2024-05-02,Pediatrics,Dr. Chen,Follow-Up,10,30,17,Completed,325.91,Denied,20.0
APT1731,2024-04-15,Cardiology,Dr. Smith,Urgent Care,17,45,37,Completed,271.53,Paid,34.0
APT1732,2024-03-31,Pediatrics,Dr. Wilson,New Patient,15,45,23,Completed,662.58,Denied,12.0
APT1733,2024-08-24,Orthopedics,Dr. Johnson,New Patient,9,45,34,Completed,577.42,Paid,7.0
APT1734,2024-07-16,Dermatology,Dr. Nguyen,Annual Checkup,9,30,19,Completed,718.35,Paid,13.0
APT1735,2024-08-12,Cardiology,Dr. Smith,Annual Checkup,15,30,44,Completed,668.16,Paid,15.0
APT1736,2024-09-18,General Practice,Dr. Garcia,New Patient,15,45,19,Completed,172.54,Denied,14.0
APT1737,2024-03-27,Dermatology,Dr. Davis,Annual Checkup,13,30,34,Completed,199.37,Pending,16.0
APT1738,2024-05-15,Pediatrics,Dr. Wilson,New Patient,9,45,35,Cancelled,0.0,N/A,
APT1739,2024-05-13,Pediatrics,Dr. Wilson,Urgent Care,13,45,27,Cancelled,0.0,N/A,
APT1740,2024-10-17,Pediatrics,Dr. Chen,New Patient,12,45,24,Completed,632.93,Pending,20.0
APT1741,2024-01-14,Dermatology,Dr. Nguyen,Annual Checkup,11,30,23,Cancelled,0.0,N/A,
APT1742,2024-03-22,General Practice,Dr. Kim,Urgent Care,17,45,5,Cancelled,0.0,N/A,
APT1743,2024-12-21,General Practice,Dr. Brown,Annual Checkup,10,30,18,No-Show,0.0,N/A,
APT1744,2024-04-26,General Practice,Dr. Kim,Annual Checkup,8,30,27,No-Show,0.0,N/A,
APT1745,2024-07-05,Cardiology,Dr. Patel,Urgent Care,16,45,35,Completed,433.88,Pending,10.0
APT1746,2024-03-20,General Practice,Dr. Kim,Annual Checkup,17,30,20,Completed,466.34,Paid,28.0
APT1747,2024-09-25,Pediatrics,Dr. Wilson,Urgent Care,15,45,30,No-Show,0.0,N/A,
APT1748,2024-06-24,Cardiology,Dr. Smith,Follow-Up,11,30,34,Cancelled,0.0,N/A,
APT1749,2024-03-02,General Practice,Dr. Kim,Urgent Care,11,45,28,Cancelled,0.0,N/A,
APT1750,2024-04-13,Cardiology,Dr. Smith,Urgent Care,13,45,31,Completed,538.48,Denied,8.0
APT1751,2024-05-18,Dermatology,Dr. Davis,New Patient,16,45,13,Completed,779.31,Paid,27.0
APT1752,2024-05-05,Pediatrics,Dr. Wilson,Follow-Up,12,30,18,No-Show,0.0,N/A,
APT1753,2024-01-21,Pediatrics,Dr. Wilson,Annual Checkup,17,30,18,Cancelled,0.0,N/A,
APT1754,2024-03-08,Orthopedics,Dr. Johnson,New Patient,16,45,32,Cancelled,0.0,N/A,
APT1755,2024-08-25,Orthopedics,Dr. Lee,New Patient,9,45,54,Completed,323.2,Paid,28.0
APT1756,2024-02-29,Orthopedics,Dr. Lee,Urgent Care,15,45,57,Completed,238.18,Paid,17.0
APT1757,2024-11-02,Dermatology,Dr. Davis,New Patient,15,45,22,Cancelled,0.0,N/A,
APT1758,2024-11-25,Cardiology,Dr. Patel,Urgent Care,11,45,20,Completed,794.57,Denied,27.0
APT1759,2024-09-09,Pediatrics,Dr. Chen,Urgent Care,10,45,11,Cancelled,0.0,N/A,
APT1760,2024-09-29,General Practice,Dr. Garcia,Annual Checkup,11,30,22,Cancelled,0.0,N/A,
APT1761,2024-11-16,Dermatology,Dr. Nguyen,Follow-Up,15,30,11,Completed,441.31,Denied,14.0
APT1762,2024-09-10,Dermatology,Dr. Nguyen,New Patient,10,45,13,No-Show,0.0,N/A,
APT1763,2024-08-14,General Practice,Dr. Brown,Follow-Up,13,30,15,Completed,235.52,Paid,15.0
APT1764,2024-06-06,Orthopedics,Dr. Johnson,Annual Checkup,16,30,30,Cancelled,0.0,N/A,
APT1765,2024-12-16,Pediatrics,Dr. Wilson,Follow-Up,12,30,27,Completed,499.71,Pending,11.0
APT1766,2024-04-08,General Practice,Dr. Brown,Follow-Up,14,30,22,No-Show,0.0,N/A,
APT1767,2024-09-21,Orthopedics,Dr. Lee,Urgent Care,15,45,47,Completed,645.83,Denied,15.0
APT1768,2024-08-29,Orthopedics,Dr. Lee,Follow-Up,12,30,28,Cancelled,0.0,N/A,
APT1769,2024-06-10,General Practice,Dr. Kim,Urgent Care,15,45,18,Cancelled,0.0,N/A,
APT1770,2024-07-25,Pediatrics,Dr. Wilson,Annual Checkup,8,30,29,Completed,552.05,Pending,19.0
APT1771,2024-01-10,Pediatrics,Dr. Chen,Annual Checkup,11,30,16,No-Show,0.0,N/A,
APT1772,2024-06-13,General Practice,Dr. Brown,Annual Checkup,14,30,24,Completed,490.65,Pending,11.0
APT1773,2024-05-20,Orthopedics,Dr. Lee,Follow-Up,9,30,42,Completed,212.29,Paid,20.0
APT1774,2024-01-24,Dermatology,Dr. Nguyen,Follow-Up,14,30,18,Completed,296.1,Paid,13.0
APT1775,2024-01-31,Dermatology,Dr. Nguyen,Annual Checkup,9,30,13,Completed,293.23,Denied,21.0
APT1776,2024-02-26,Pediatrics,Dr. Chen,New Patient,15,45,30,No-Show,0.0,N/A,
APT1777,2024-03-18,Pediatrics,Dr. Wilson,Follow-Up,17,30,15,Cancelled,0.0,N/A,
APT1778,2024-06-16,Pediatrics,Dr. Wilson,Annual Checkup,17,30,24,Completed,489.67,Denied,5.0
APT1779,2024-02-04,Cardiology,Dr. Smith,Urgent Care,13,45,29,Cancelled,0.0,N/A,
APT1780,2024-06-13,Orthopedics,Dr. Johnson,Urgent Care,15,45,35,No-Show,0.0,N/A,
APT1781,2024-05-10,Orthopedics,Dr. Lee,Follow-Up,17,30,26,Completed,183.43,Paid,12.0
APT1782,2024-09-06,Pediatrics,Dr. Chen,New Patient,8,45,15,Completed,739.09,Paid,20.0
APT1783,2024-10-16,General Practice,Dr. Brown,Annual Checkup,14,30,19,Completed,653.1,Paid,5.0
APT1784,2024-06-19,General Practice,Dr. Kim,New Patient,9,45,3,Completed,781.96,Paid,14.0
APT1785,2024-09-19,Dermatology,Dr. Davis,Urgent Care,9,45,24,Completed,527.02,Pending,5.0
APT1786,2024-05-21,Cardiology,Dr. Patel,Follow-Up,15,30,30,Completed,555.31,Paid,15.0
APT1787,2024-08-20,Orthopedics,Dr. Lee,New Patient,16,45,49,Completed,381.03,Denied,16.0
APT1788,2024-01-10,Cardiology,Dr. Patel,Annual Checkup,8,30,39,No-Show,0.0,N/A,
APT1789,2024-10-26,General Practice,Dr. Brown,Urgent Care,13,45,21,Completed,557.53,Pending,5.0
APT1790,2024-10-22,Dermatology,Dr. Nguyen,Follow-Up,10,30,26,No-Show,0.0,N/A,
APT1791,2024-01-14,Orthopedics,Dr. Johnson,New Patient,16,45,37,Completed,645.62,Paid,21.0
APT1792,2024-06-16,General Practice,Dr. Brown,Follow-Up,13,30,51,No-Show,0.0,N/A,
APT1793,2024-05-18,Orthopedics,Dr. Lee,Annual Checkup,11,30,14,No-Show,0.0,N/A,
APT1794,2024-07-11,Pediatrics,Dr. Wilson,Follow-Up,8,30,34,Completed,366.29,Paid,16.0
APT1795,2024-04-11,Pediatrics,Dr. Chen,New Patient,11,45,22,Completed,165.0,Pending,18.0
APT1796,2024-03-24,Dermatology,Dr. Davis,Urgent Care,11,45,17,Completed,618.45,Denied,15.0
APT1797,2024-04-07,General Practice,Dr. Garcia,Annual Checkup,11,30,23,Completed,434.59,Paid,9.0
APT1798,2024-01-09,Cardiology,Dr. Patel,Urgent Care,8,45,43,Completed,380.22,Paid,16.0
APT1799,2024-06-07,General Practice,Dr. Garcia,Annual Checkup,9,30,11,Completed,260.55,Paid,15.0
APT1800,2024-01-09,Pediatrics,Dr. Chen,New Patient,12,45,30,Cancelled,0.0,N/A,
APT1801,2024-10-16,Orthopedics,Dr. Johnson,Follow-Up,8,30,30,No-Show,0.0,N/A,
APT1802,2024-02-01,Pediatrics,Dr. Wilson,Annual Checkup,17,30,23,No-Show,0.0,N/A,
APT1803,2024-08-02,Pediatrics,Dr. Wilson,Follow-Up,10,30,14,No-Show,0.0,N/A,
APT1804,2024-02-26,Orthopedics,Dr. Lee,Urgent Care,10,45,43,Completed,242.85,Paid,22.0
APT1805,2024-11-14,General Practice,Dr. Garcia,New Patient,13,45,35,Completed,332.11,Paid,17.0
APT1806,2024-07-27,Cardiology,Dr. Smith,Urgent Care,8,45,42,Completed,633.75,Paid,19.0
APT1807,2024-02-21,Orthopedics,Dr. Johnson,Follow-Up,8,30,48,Cancelled,0.0,N/A,
APT1808,2024-08-31,Cardiology,Dr. Smith,Urgent Care,15,45,28,Completed,194.08,Paid,22.0
APT1809,2024-08-31,Cardiology,Dr. Patel,Follow-Up,15,30,33,Cancelled,0.0,N/A,
APT1810,2024-11-10,Dermatology,Dr. Nguyen,Urgent Care,9,45,19,Completed,624.1,Paid,19.0
APT1811,2024-04-22,Orthopedics,Dr. Johnson,Follow-Up,16,30,38,No-Show,0.0,N/A,
APT1812,2024-07-25,Cardiology,Dr. Smith,New Patient,12,45,34,Completed,274.85,Denied,19.0
APT1813,2024-06-17,Orthopedics,Dr. Lee,Annual Checkup,15,30,51,Completed,631.93,Pending,24.0
APT1814,2024-07-10,General Practice,Dr. Garcia,New Patient,10,45,27,Completed,623.56,Paid,15.0
APT1815,2024-04-03,Cardiology,Dr. Smith,New Patient,8,45,26,No-Show,0.0,N/A,
APT1816,2024-07-22,Orthopedics,Dr. Johnson,Urgent Care,13,45,45,Completed,438.69,Denied,23.0
APT1817,2024-08-19,Orthopedics,Dr. Lee,Annual Checkup,11,30,50,Completed,482.12,Paid,14.0
APT1818,2024-09-20,General Practice,Dr. Kim,Follow-Up,13,30,18,Cancelled,0.0,N/A,
APT1819,2024-12-05,Pediatrics,Dr. Chen,Annual Checkup,9,30,7,Cancelled,0.0,N/A,
APT1820,2024-11-24,General Practice,Dr. Garcia,Follow-Up,8,30,17,Completed,166.21,Paid,24.0
APT1821,2024-10-08,Cardiology,Dr. Smith,Annual Checkup,12,30,30,No-Show,0.0,N/A,
APT1822,2024-09-15,Pediatrics,Dr. Wilson,Follow-Up,10,30,25,Completed,199.2,Pending,17.0
APT1823,2024-06-30,Cardiology,Dr. Smith,Follow-Up,16,30,38,Completed,494.02,Paid,11.0
APT1824,2024-09-29,Dermatology,Dr. Davis,Follow-Up,13,30,21,Completed,585.59,Paid,
APT1825,2024-03-22,Orthopedics,Dr. Lee,Follow-Up,9,30,33,No-Show,0.0,N/A,
APT1826,2024-04-13,Orthopedics,Dr. Lee,Urgent Care,12,45,19,Completed,307.55,Paid,25.0
APT1827,2024-08-27,Pediatrics,Dr. Chen,Annual Checkup,13,30,26,No-Show,0.0,N/A,
APT1828,2024-10-11,General Practice,Dr. Kim,New Patient,12,45,24,No-Show,0.0,N/A,
APT1829,2024-03-14,Pediatrics,Dr. Wilson,Follow-Up,15,30,32,No-Show,0.0,N/A,
APT1830,2024-07-19,Orthopedics,Dr. Lee,Follow-Up,17,30,26,No-Show,0.0,N/A,
APT1831,2024-05-21,Cardiology,Dr. Smith,New Patient,10,45,52,Completed,608.19,Paid,24.0
APT1832,2024-08-15,Orthopedics,Dr. Johnson,Annual Checkup,10,30,33,Cancelled,0.0,N/A,
APT1833,2024-09-25,Cardiology,Dr. Patel,Urgent Care,9,45,46,Completed,262.53,Paid,11.0
APT1834,2024-10-04,General Practice,Dr. Brown,Follow-Up,17,30,13,Completed,149.28,Denied,14.0
APT1835,2024-07-14,General Practice,Dr. Brown,Urgent Care,12,45,16,Completed,398.14,Pending,12.0
APT1836,2024-04-25,Pediatrics,Dr. Chen,New Patient,16,45,30,Completed,798.32,Paid,16.0
APT1837,2024-05-03,Dermatology,Dr. Nguyen,Urgent Care,15,45,23,Completed,139.66,Paid,15.0
APT1838,2024-05-21,General Practice,Dr. Kim,Annual Checkup,12,30,5,Completed,393.75,Denied,20.0
APT1839,2024-01-07,General Practice,Dr. Brown,Follow-Up,9,30,5,Completed,510.05,Pending,18.0
APT1840,2024-12-06,Dermatology,Dr. Nguyen,Urgent Care,12,45,9,Completed,492.47,Paid,30.0
APT1841,2024-01-22,Pediatrics,Dr. Chen,New Patient,17,45,27,Completed,502.94,Paid,19.0
APT1842,2024-10-24,Orthopedics,Dr. Lee,Urgent Care,17,45,48,Completed,602.8,Paid,13.0
APT1843,2024-08-13,General Practice,Dr. Kim,New Patient,15,45,24,Completed,758.14,Paid,19.0
APT1844,2024-10-17,Cardiology,Dr. Smith,Annual Checkup,10,30,38,Completed,169.16,Paid,26.0
APT1845,2024-05-09,Cardiology,Dr. Patel,Annual Checkup,13,30,42,Cancelled,0.0,N/A,
APT1846,2024-08-16,Orthopedics,Dr. Lee,Urgent Care,8,45,38,Cancelled,0.0,N/A,
APT1847,2024-04-17,General Practice,Dr. Brown,Annual Checkup,16,30,7,Completed,618.49,Denied,12.0
APT1848,2024-02-15,Orthopedics,Dr. Lee,Follow-Up,13,30,34,Cancelled,0.0,N/A,
APT1849,2024-02-16,General Practice,Dr. Brown,Urgent Care,14,45,21,Cancelled,0.0,N/A,
APT1850,2024-05-15,Pediatrics,Dr. Wilson,Annual Checkup,15,30,11,Cancelled,0.0,N/A,
APT1851,2024-03-27,General Practice,Dr. Brown,New Patient,13,45,39,Completed,232.85,Denied,27.0
APT1852,2024-10-13,Dermatology,Dr. Nguyen,Urgent Care,16,45,25,No-Show,0.0,N/A,
APT1853,2024-02-17,Cardiology,Dr. Smith,Urgent Care,9,45,36,Completed,696.55,Pending,17.0
APT1854,2024-06-30,General Practice,Dr. Kim,Urgent Care,14,45,12,No-Show,0.0,N/A,
APT1855,2024-10-18,General Practice,Dr. Kim,Follow-Up,9,30,21,Cancelled,0.0,N/A,
APT1856,2024-10-07,Cardiology,Dr. Smith,New Patient,10,45,38,Cancelled,0.0,N/A,
APT1857,2024-04-25,Orthopedics,Dr. Johnson,Follow-Up,15,30,23,No-Show,0.0,N/A,
APT1858,2024-11-09,Orthopedics,Dr. Johnson,Urgent Care,15,45,38,Completed,489.43,Paid,17.0
APT1859,2024-04-05,Orthopedics,Dr. Lee,Urgent Care,16,45,16,Completed,539.08,Paid,13.0
APT1860,2024-07-05,General Practice,Dr. Kim,Annual Checkup,12,30,17,Completed,355.16,Pending,29.0
APT1861,2024-07-01,General Practice,Dr. Kim,Annual Checkup,9,30,24,No-Show,0.0,N/A,
APT1862,2024-02-19,Orthopedics,Dr. Johnson,Annual Checkup,16,30,22,Completed,173.37,Paid,21.0
APT1863,2024-12-25,Orthopedics,Dr. Lee,Urgent Care,16,45,20,No-Show,0.0,N/A,
APT1864,2024-11-12,Cardiology,Dr. Patel,Urgent Care,15,45,46,Completed,145.26,Pending,15.0
APT1865,2024-10-13,Cardiology,Dr. Patel,Urgent Care,8,45,34,Cancelled,0.0,N/A,
APT1866,2024-12-15,Orthopedics,Dr. Johnson,Annual Checkup,13,30,48,Completed,498.83,Paid,10.0
APT1867,2024-08-08,Dermatology,Dr. Nguyen,Follow-Up,10,30,9,Completed,563.26,Denied,14.0
APT1868,2024-06-18,Dermatology,Dr. Nguyen,Urgent Care,11,45,28,Completed,200.96,Paid,9.0
APT1869,2024-01-04,Dermatology,Dr. Nguyen,Annual Checkup,17,30,0,Completed,511.21,Paid,15.0
APT1870,2024-09-28,Dermatology,Dr. Davis,Follow-Up,14,30,24,No-Show,0.0,N/A,
APT1871,2024-04-02,Dermatology,Dr. Davis,New Patient,8,45,30,Completed,332.25,Paid,15.0
APT1872,2024-07-27,Pediatrics,Dr. Chen,Follow-Up,14,30,17,Completed,693.09,Pending,25.0
APT1873,2024-06-30,Cardiology,Dr. Patel,Annual Checkup,10,30,16,Completed,449.78,Pending,16.0
APT1874,2024-04-12,General Practice,Dr. Garcia,New Patient,11,45,22,Cancelled,0.0,N/A,
APT1875,2024-01-11,Cardiology,Dr. Patel,New Patient,17,45,39,Completed,577.9,Paid,15.0
APT1876,2024-09-27,Orthopedics,Dr. Johnson,Annual Checkup,8,30,35,Completed,369.33,Paid,5.0
APT1877,2024-02-05,Dermatology,Dr. Nguyen,Urgent Care,10,45,15,No-Show,0.0,N/A,
APT1878,2024-02-19,Orthopedics,Dr. Lee,Annual Checkup,10,30,40,Completed,501.79,Paid,12.0
APT1879,2024-08-15,Orthopedics,Dr. Johnson,New Patient,8,45,36,Completed,754.71,Paid,21.0
APT1880,2024-02-25,General Practice,Dr. Garcia,Follow-Up,13,30,17,No-Show,0.0,N/A,
APT1881,2024-11-04,Pediatrics,Dr. Wilson,Annual Checkup,10,30,21,Completed,756.47,Paid,12.0
APT1882,2024-02-29,Pediatrics,Dr. Chen,Annual Checkup,16,30,18,Completed,272.36,Pending,22.0
APT1883,2024-04-06,Orthopedics,Dr. Lee,Annual Checkup,14,30,37,Completed,141.04,Paid,14.0
APT1884,2024-09-23,Dermatology,Dr. Davis,Urgent Care,9,45,22,Cancelled,0.0,N/A,
APT1885,2024-06-13,Orthopedics,Dr. Lee,Follow-Up,10,30,42,Completed,305.07,Paid,6.0
APT1886,2024-07-12,Pediatrics,Dr. Chen,New Patient,9,45,29,Completed,443.87,Denied,16.0
APT1887,2024-11-08,Dermatology,Dr. Nguyen,Urgent Care,14,45,23,Cancelled,0.0,N/A,
APT1888,2024-12-23,General Practice,Dr. Kim,New Patient,8,45,30,Completed,231.66,Paid,10.0
APT1889,2024-10-19,General Practice,Dr. Kim,Annual Checkup,16,30,14,No-Show,0.0,N/A,
